1	0.1157955630
2	0.0977765017
3	0.0977765017
4	0.0977765017
5	0.0977765017
6	0.0977765017
7	0.0977765017
8	0.0977765017
9	0.0977765017
10	0.0977765017
11	0.1899177067
12	0.0977765017
13	0.0977765017
14	0.0136549744
15	0.0977765017
16	0.0977765017
17	0.0287775906
18	0.0977765017
19	0.0977765017
20	0.0977765017
21	0.0016218578
22	0.0977765017
23	0.0977765017
24	0.0977765017
25	0.0977765017
26	0.0977765017
27	0.0977765017
28	0.0977765017
29	0.0977765017
30	0.0977765017
31	0.0977765017
32	0.0977765017
33	0.0977765017
34	0.0977765017
35	0.0977765017
36	0.0977765017
37	0.0977765017
38	0.0977765017
39	0.0977765017
40	0.0977765017
41	0.0808083567
42	0.0977765017
43	0.0032298070
44	0.0562447176
45	0.0425621309
46	0.0144010807
47	0.0977765017
48	0.0977765017
49	0.0977765017
50	0.0977765017
51	0.0050844311
52	0.0977765017
53	0.0197394329
54	0.0112603855
55	0.0167910682
56	0.0977765017
57	0.0977765017
58	0.0977765017
59	0.0977765017
60	0.0977765017
61	0.0977765017
62	0.0977765017
63	0.0977765017
64	0.0224965826
65	0.0977765017
66	0.0977765017
67	0.1317127916
68	0.0592841439
69	0.0977765017
70	0.0977765017
71	0.0977765017
72	0.0977765017
73	0.0977765017
74	0.0538973287
75	0.0977765017
76	0.0977765017
77	0.1013119468
78	0.0977765017
79	0.0808083567
80	0.0977765017
81	0.0977765017
82	0.0195344855
83	0.0946029569
84	0.0977765017
85	0.0622164445
86	0.0977765017
87	0.0977765017
88	0.0977765017
89	0.0977765017
90	0.0276771126
91	0.0500872006
92	0.0977765017
93	0.0310206520
94	0.0977765017
95	0.0977765017
96	0.0977765017
97	0.0977765017
98	0.0163407783
99	0.0977765017
100	0.0632385635
101	0.0977765017
102	0.0977765017
103	0.0977765017
104	0.0977765017
105	0.0977765017
106	0.1863969666
107	0.1075664838
108	0.0977765017
109	0.0977765017
110	0.0977765017
111	0.0977765017
112	0.0977765017
113	0.0977765017
114	0.0977765017
115	0.0977765017
116	0.0977765017
117	0.0977765017
118	0.0977765017
119	0.0977765017
120	0.0977765017
121	0.0977765017
122	0.0977765017
123	0.3400969706
124	0.0977765017
125	0.0977765017
126	0.0977765017
127	0.0977765017
128	0.0977765017
129	0.0977765017
130	0.0977765017
131	0.0977765017
132	0.0977765017
133	0.0977765017
134	0.0935399968
135	0.0977765017
136	0.0977765017
137	0.0977765017
138	0.0977765017
139	0.0977765017
140	0.1682619098
141	0.0977765017
142	0.1241654471
143	0.0977765017
144	0.0977765017
145	0.0120044060
146	0.0977765017
147	0.0977765017
148	0.0977765017
149	0.0977765017
150	0.0977765017
151	0.0977765017
152	0.0688231347
153	0.0977765017
154	0.0977765017
155	0.0311933545
156	0.0977765017
157	0.0977765017
158	0.0977765017
159	0.0977765017
160	0.0977765017
161	0.0977765017
162	0.1022960671
163	0.1022960671
164	0.0338707679
165	0.0137475433
166	0.0977765017
167	0.0977765017
168	0.0451088322
169	0.0977765017
170	0.0977765017
171	0.0977765017
172	0.0977765017
173	0.0977765017
174	0.0977765017
175	0.0977765017
176	0.0977765017
177	0.0977765017
178	0.0977765017
179	0.0977765017
180	0.0977765017
181	0.0977765017
182	0.0977765017
183	0.0977765017
184	0.0977765017
185	0.0451088322
186	0.0977765017
187	0.0977765017
188	0.0977765017
189	0.0977765017
190	0.0977765017
191	0.0977765017
192	0.1022960671
193	0.0977765017
194	0.0977765017
195	0.0977765017
196	0.4901545488
197	0.0977765017
198	0.0977765017
199	0.0977765017
200	0.0977765017
201	0.0977765017
202	0.0365339301
203	0.0334399911
204	0.0977765017
205	0.2630393012
206	0.0302730780
207	0.0302730780
208	0.0053914792
209	0.0705214116
210	0.3596022754
211	0.0977765017
212	0.0977765017
213	0.0977765017
214	0.0736542896
215	0.0977765017
216	0.0977765017
217	0.0686074756
218	0.0977765017
219	0.0977765017
220	0.0977765017
221	0.0977765017
222	0.0121169398
223	0.0977765017
224	0.3056593632
225	0.0977765017
226	0.0977765017
227	0.0977765017
228	0.0977765017
229	0.0977765017
230	0.0977765017
231	0.0977765017
232	0.0195405312
233	0.0977765017
234	0.0977765017
235	0.0977765017
236	0.0773320612
237	0.0977765017
238	0.0977765017
239	0.0977765017
240	0.0977765017
241	0.0977765017
242	0.0977765017
243	0.0977765017
244	0.0977765017
245	0.0801656218
246	0.0977765017
247	0.0977765017
248	0.0977765017
249	0.3241301164
250	0.0559491912
251	0.0977765017
252	0.0977765017
253	0.0977765017
254	0.1443121375
255	0.0977765017
256	0.0977765017
257	0.0977765017
258	0.0977765017
259	0.0977765017
260	0.0977765017
261	0.0977765017
262	0.0977765017
263	0.0977765017
264	0.0184630505
265	0.0132529604
266	0.0977765017
267	0.0505765732
268	0.0977765017
269	0.0977765017
270	0.0299150118
271	0.0530176143
272	0.1266765911
273	0.0603237615
274	0.0475860849
275	0.0977765017
276	0.0323681120
277	0.0977765017
278	0.0977765017
279	0.0431502387
280	0.0977765017
281	0.0977765017
282	0.0977765017
283	0.0977765017
284	0.1101396246
285	0.0977765017
286	0.0977765017
287	0.0977765017
288	0.1924936657
289	0.0977765017
290	0.0977765017
291	0.0977765017
292	0.0977765017
293	0.0977765017
294	0.0977765017
295	0.0977765017
296	0.0041176576
297	0.0977765017
298	0.0977765017
299	0.0484640411
300	0.0977765017
301	0.0977765017
302	0.0977765017
303	0.0277842779
304	0.0977765017
305	0.0977765017
306	0.0977765017
307	0.0914448504
308	0.1921982991
309	0.1762600960
310	0.0801656218
311	0.1148594325
312	0.0977765017
313	0.0977765017
314	0.0977765017
315	0.0977765017
316	0.1834812633
317	0.0977765017
318	0.0977765017
319	0.0977765017
320	0.0143773425
321	0.1832438532
322	0.0977765017
323	0.1448528659
324	0.1253244618
325	0.0977765017
326	0.0977765017
327	0.0977765017
328	0.0977765017
329	0.0398837753
330	0.0977765017
331	0.0977765017
332	0.0531531944
333	0.0977765017
334	0.0977765017
335	0.0977765017
336	0.0977765017
337	0.0977765017
338	0.0977765017
339	0.0977765017
340	0.0977765017
341	0.0977765017
342	0.0977765017
343	0.0977765017
344	0.0977765017
345	0.0977765017
346	0.0977765017
347	0.0977765017
348	0.0977765017
349	0.0977765017
350	0.0977765017
351	0.0977765017
352	0.0977765017
353	0.0977765017
354	0.0977765017
355	0.0977765017
356	0.0977765017
357	0.0977765017
358	0.0977765017
359	0.0977765017
360	0.0387096873
361	0.0977765017
362	0.0382192626
363	0.0977765017
364	0.0852769225
365	0.0977765017
366	0.0977765017
367	0.0587748264
368	0.0977765017
369	0.0977765017
370	0.0977765017
371	0.0977765017
372	0.0977765017
373	0.0977765017
374	0.0977765017
375	0.0977765017
376	0.0125233742
377	0.0577686147
378	0.2184446207
379	0.0977765017
380	0.0977765017
381	0.1997293806
382	0.0977765017
383	0.0977765017
384	0.0977765017
385	0.0251377735
386	0.0977765017
387	0.0011513757
388	0.0977765017
389	0.0977765017
390	0.0977765017
391	0.0977765017
392	0.0977765017
393	0.0051307230
394	0.0977765017
395	0.0977765017
396	0.0365339301
397	0.0490295834
398	0.2196194780
399	0.0524805083
400	0.0371330363
401	0.0090001184
402	0.0371330363
403	0.0977765017
404	0.3153249919
405	0.1184169120
406	0.0510916816
407	0.1368547660
408	0.0363483377
409	0.0431502387
410	0.1871008443
411	0.0977765017
412	0.0053549964
413	0.0977765017
414	0.0977765017
415	0.0773320612
416	0.0977765017
417	0.0977765017
418	0.0977765017
419	0.0977765017
420	0.0977765017
421	0.1220423730
422	0.0977765017
423	0.0977765017
424	0.0977765017
425	0.0977765017
426	0.0977765017
427	0.0977765017
428	0.0977765017
429	0.1436261348
430	0.0977765017
431	0.0977765017
432	0.0977765017
433	0.0977765017
434	0.0977765017
435	0.1822391711
436	0.0509272968
437	0.1750465200
438	0.1064117616
439	0.0977765017
440	0.0455334380
441	0.0596001179
442	0.0977765017
443	0.0977765017
444	0.0977765017
445	0.0977765017
446	0.0977765017
447	0.0977765017
448	0.0977765017
449	0.0977765017
450	0.0651425422
451	0.0977765017
452	0.0977765017
453	0.0977765017
454	0.0929508309
455	0.0977765017
456	0.0124788876
457	0.0977765017
458	0.0977765017
459	0.0977765017
460	0.0977765017
461	0.0977765017
462	0.0977765017
463	0.2826140645
464	0.2779668115
465	0.0977765017
466	0.0977765017
467	0.0977765017
468	0.0977765017
469	0.0977765017
470	0.0977765017
471	0.0977765017
472	0.0234555900
473	0.0977765017
474	0.0372153888
475	0.0977765017
476	0.0977765017
477	0.0977765017
478	0.0977765017
479	0.0553995004
480	0.0977765017
481	0.0977765017
482	0.0977765017
483	0.3757539473
484	0.0977765017
485	0.0632406441
486	0.0977765017
487	0.0977765017
488	0.0150035030
489	0.0977765017
490	0.0977765017
491	0.1903140892
492	0.0455215124
493	0.0609005343
494	0.0977765017
495	0.0977765017
496	0.0519377432
497	0.0977765017
498	0.0977765017
499	0.0977765017
500	0.0977765017
501	0.1078699159
502	0.0977765017
503	0.0977765017
504	0.0977765017
505	0.0977765017
506	0.0977765017
507	0.0766228811
508	0.0977765017
509	0.0977765017
510	0.0977765017
511	0.0718237964
512	0.0977765017
513	0.0977765017
514	0.0977765017
515	0.0977765017
516	0.0977765017
